timestamp,client_count,elapsed_time_ms
2024-12-04 01:19:08,114,5.809
2024-12-04 01:19:08,115,5.994
2024-12-04 01:19:09,116,6.899
2024-12-04 01:19:09,117,6.856
2024-12-04 01:19:09,118,5.799
2024-12-04 01:19:09,119,7.736
2024-12-04 01:19:09,120,5.033
2024-12-04 01:19:09,121,4.240
2024-12-04 01:19:09,122,5.995
2024-12-04 01:19:09,123,5.929
2024-12-04 01:19:09,124,7.486
2024-12-04 01:19:09,125,5.929
2024-12-04 01:19:09,126,4.431
2024-12-04 01:19:09,127,6.672
2024-12-04 01:19:09,128,4.692
2024-12-04 01:19:09,129,4.047
2024-12-04 01:19:09,130,4.613
2024-12-04 01:19:09,131,7.598
2024-12-04 01:19:09,132,8.364
2024-12-04 01:19:10,133,5.470
2024-12-04 01:19:10,134,6.539
2024-12-04 01:19:10,135,6.120
2024-12-04 01:19:10,136,6.769
2024-12-04 01:19:10,137,6.788
2024-12-04 01:19:10,138,5.343
2024-12-04 01:19:10,139,5.323
2024-12-04 01:19:10,140,6.831
2024-12-04 01:19:10,141,6.859
2024-12-04 01:19:10,142,6.002
2024-12-04 01:19:10,143,8.641
2024-12-04 01:19:10,144,8.035
2024-12-04 01:19:10,145,8.870
2024-12-04 01:19:10,146,6.792
2024-12-04 01:19:10,147,5.613
2024-12-04 01:19:10,148,6.114
2024-12-04 01:19:10,149,5.349
2024-12-04 01:19:11,150,5.562
2024-12-04 01:19:11,151,6.237
2024-12-04 01:19:11,152,7.309
2024-12-04 01:19:11,153,6.141
2024-12-04 01:19:11,154,5.470
2024-12-04 01:19:11,155,7.550
2024-12-04 01:19:11,156,6.888
2024-12-04 01:19:11,157,5.614
2024-12-04 01:19:11,158,6.491
2024-12-04 01:19:11,159,7.809
2024-12-04 01:19:11,160,5.755
2024-12-04 01:19:11,161,5.671
2024-12-04 01:19:11,162,6.123
2024-12-04 01:19:11,163,8.425
2024-12-04 01:19:11,164,7.940
2024-12-04 01:19:11,165,6.879
2024-12-04 01:19:12,166,7.642
2024-12-04 01:19:12,167,7.512
2024-12-04 01:19:12,168,5.941
2024-12-04 01:19:12,169,7.023
2024-12-04 01:19:12,170,6.039
2024-12-04 01:19:12,171,6.870
2024-12-04 01:19:12,172,7.982
2024-12-04 01:19:12,173,7.140
2024-12-04 01:19:12,174,6.561
2024-12-04 01:19:12,175,8.191
2024-12-04 01:19:12,176,6.795
2024-12-04 01:19:12,177,6.229
2024-12-04 01:19:12,178,6.983
2024-12-04 01:19:12,179,6.268
2024-12-04 01:19:12,180,7.010
2024-12-04 01:19:12,181,8.350
2024-12-04 01:19:12,182,7.533
2024-12-04 01:19:13,183,6.438
2024-12-04 01:19:13,184,8.324
2024-12-04 01:19:13,185,6.731
2024-12-04 01:19:13,186,7.288
2024-12-04 01:19:13,187,6.633
2024-12-04 01:19:13,188,6.579
2024-12-04 01:19:13,189,6.738
2024-12-04 01:19:13,190,6.944
2024-12-04 01:19:13,191,6.794
2024-12-04 01:19:13,192,8.753
2024-12-04 01:19:13,193,6.890
2024-12-04 01:19:13,194,7.581
2024-12-04 01:19:13,195,9.493
2024-12-04 01:19:13,196,6.859
2024-12-04 01:19:13,197,8.216
2024-12-04 01:19:13,198,7.943
2024-12-04 01:19:13,199,6.737
2024-12-04 01:19:14,200,9.439
2024-12-04 01:19:14,201,9.402
2024-12-04 01:19:14,202,8.404
2024-12-04 01:19:14,203,8.526
2024-12-04 01:19:14,204,8.486
2024-12-04 01:19:14,205,9.047
2024-12-04 01:19:14,206,6.933
2024-12-04 01:19:14,207,9.148
2024-12-04 01:19:14,208,6.280
2024-12-04 01:19:14,209,9.479
2024-12-04 01:19:14,210,9.957
2024-12-04 01:19:14,211,9.387
2024-12-04 01:19:14,212,9.398
2024-12-04 01:19:14,213,8.015
2024-12-04 01:19:14,214,8.568
2024-12-04 01:19:14,215,9.832
2024-12-04 01:19:15,216,6.827
2024-12-04 01:19:15,217,9.531
2024-12-04 01:19:15,218,11.990
2024-12-04 01:19:15,219,6.615
2024-12-04 01:19:15,220,7.526
2024-12-04 01:19:15,221,10.429
2024-12-04 01:19:15,222,8.053
2024-12-04 01:19:15,223,7.254
2024-12-04 01:19:15,224,9.512
2024-12-04 01:19:15,225,10.728
2024-12-04 01:19:15,226,9.280
2024-12-04 01:19:15,227,6.805
2024-12-04 01:19:15,228,10.505
2024-12-04 01:19:15,229,10.891
2024-12-04 01:19:15,230,8.918
2024-12-04 01:19:15,231,8.651
2024-12-04 01:19:15,232,8.517
2024-12-04 01:19:16,233,9.986
2024-12-04 01:19:16,234,8.442
2024-12-04 01:19:16,235,8.225
2024-12-04 01:19:16,236,8.208
2024-12-04 01:19:16,237,10.359
2024-12-04 01:19:16,238,10.375
2024-12-04 01:19:16,239,7.094
2024-12-04 01:19:16,240,8.313
2024-12-04 01:19:16,241,8.418
2024-12-04 01:19:16,242,7.170
2024-12-04 01:19:16,243,8.433
2024-12-04 01:19:16,244,8.432
2024-12-04 01:19:16,245,9.370
2024-12-04 01:19:16,246,8.586
2024-12-04 01:19:16,247,8.102
2024-12-04 01:19:16,248,8.599
2024-12-04 01:19:17,249,11.546
2024-12-04 01:19:17,250,11.746
2024-12-04 01:19:17,251,11.888
2024-12-04 01:19:17,252,8.709
2024-12-04 01:19:17,253,10.550
2024-12-04 01:19:17,254,11.628
2024-12-04 01:19:17,255,8.908
2024-12-04 01:19:17,256,8.997
2024-12-04 01:19:17,257,8.967
2024-12-04 01:19:17,258,8.957
2024-12-04 01:19:17,259,11.568
2024-12-04 01:19:17,260,7.713
2024-12-04 01:19:17,261,10.268
2024-12-04 01:19:17,262,8.162
2024-12-04 01:19:17,263,10.876
2024-12-04 01:19:17,264,5.884
2024-12-04 01:19:17,265,9.302
2024-12-04 01:19:18,266,8.756
2024-12-04 01:19:18,267,12.093
2024-12-04 01:19:18,268,7.765
2024-12-04 01:19:18,269,11.482
2024-12-04 01:19:18,270,7.671
2024-12-04 01:19:18,271,12.712
2024-12-04 01:19:18,272,10.303
2024-12-04 01:19:18,273,9.702
2024-12-04 01:19:18,274,10.189
2024-12-04 01:19:18,275,9.593
2024-12-04 01:19:18,276,8.082
2024-12-04 01:19:18,277,12.502
2024-12-04 01:19:18,278,10.035
2024-12-04 01:19:18,279,9.483
2024-12-04 01:19:18,280,7.967
2024-12-04 01:19:18,281,9.735
2024-12-04 01:19:18,282,9.836
2024-12-04 01:19:19,283,13.447
2024-12-04 01:19:19,284,7.656
2024-12-04 01:19:19,285,8.354
2024-12-04 01:19:19,286,11.449
2024-12-04 01:19:19,287,10.062
2024-12-04 01:19:19,288,11.957
2024-12-04 01:19:19,289,13.655
2024-12-04 01:19:19,290,10.078
2024-12-04 01:19:19,291,10.204
2024-12-04 01:19:19,292,11.411
2024-12-04 01:19:19,293,10.761
2024-12-04 01:19:19,294,11.320
2024-12-04 01:19:19,295,12.190
2024-12-04 01:19:19,296,8.903
2024-12-04 01:19:19,297,13.762
2024-12-04 01:19:19,298,12.833
2024-12-04 01:19:20,299,12.803
2024-12-04 01:19:20,300,10.689
2024-12-04 01:19:20,301,8.730
2024-12-04 01:19:20,302,11.789
2024-12-04 01:19:20,303,13.962
2024-12-04 01:19:20,304,12.730
2024-12-04 01:19:20,305,12.629
2024-12-04 01:19:20,306,9.671
2024-12-04 01:19:20,307,5.497
2024-12-04 01:19:20,308,7.328
2024-12-04 01:19:20,309,6.858
2024-12-04 01:19:20,310,8.918
2024-12-04 01:19:20,311,8.839
2024-12-04 01:19:20,312,9.417
2024-12-04 01:19:20,313,10.624
2024-12-04 01:19:20,314,14.946
2024-12-04 01:19:20,315,14.144
2024-12-04 01:19:21,316,13.670
2024-12-04 01:19:21,317,11.270
2024-12-04 01:19:21,318,12.676
2024-12-04 01:19:21,319,10.689
2024-12-04 01:19:21,320,12.774
2024-12-04 01:19:21,321,15.084
2024-12-04 01:19:21,322,14.390
2024-12-04 01:19:21,323,6.996
2024-12-04 01:19:21,324,13.403
2024-12-04 01:19:21,325,11.632
2024-12-04 01:19:21,326,8.761
2024-12-04 01:19:21,327,9.419
2024-12-04 01:19:21,328,11.349
2024-12-04 01:19:21,329,9.487
2024-12-04 01:19:21,330,14.481
2024-12-04 01:19:21,331,15.024
2024-12-04 01:19:21,332,15.216
2024-12-04 01:19:22,333,17.238
2024-12-04 01:19:22,334,11.993
2024-12-04 01:19:22,335,11.180
2024-12-04 01:19:22,336,13.157
2024-12-04 01:19:22,337,14.932
2024-12-04 01:19:22,338,14.040
2024-12-04 01:19:22,339,12.715
2024-12-04 01:19:22,340,11.740
2024-12-04 01:19:22,341,14.188
2024-12-04 01:19:22,342,9.665
2024-12-04 01:19:22,343,10.535
2024-12-04 01:19:22,344,11.857
2024-12-04 01:19:22,345,11.977
2024-12-04 01:19:22,346,16.575
2024-12-04 01:19:22,347,11.709
2024-12-04 01:19:22,348,12.063
2024-12-04 01:19:23,349,11.970
2024-12-04 01:19:23,350,10.759
2024-12-04 01:19:23,351,10.108
2024-12-04 01:19:23,352,14.158
2024-12-04 01:19:23,353,12.219
2024-12-04 01:19:23,354,12.215
2024-12-04 01:19:23,355,13.036
2024-12-04 01:19:23,356,12.259
2024-12-04 01:19:23,357,12.390
2024-12-04 01:19:23,358,12.731
2024-12-04 01:19:23,359,9.424
2024-12-04 01:19:23,360,12.343
2024-12-04 01:19:23,361,15.126
2024-12-04 01:19:23,362,12.164
2024-12-04 01:19:23,363,11.216
2024-12-04 01:19:23,364,10.494
2024-12-04 01:19:23,365,12.606
2024-12-04 01:19:24,366,12.519
2024-12-04 01:19:24,367,13.702
2024-12-04 01:19:24,368,8.965
2024-12-04 01:19:24,369,11.555
2024-12-04 01:19:24,370,15.884
2024-12-04 01:19:24,371,13.203
2024-12-04 01:19:24,372,12.520
2024-12-04 01:19:24,373,11.762
2024-12-04 01:19:24,374,14.053
2024-12-04 01:19:24,375,9.680
2024-12-04 01:19:24,376,14.734
2024-12-04 01:19:24,377,12.961
2024-12-04 01:19:24,378,14.786
2024-12-04 01:19:24,379,13.741
2024-12-04 01:19:24,380,13.145
2024-12-04 01:19:24,381,13.250
2024-12-04 01:19:24,382,8.204
2024-12-04 01:19:25,383,13.280
2024-12-04 01:19:25,384,12.215
2024-12-04 01:19:25,385,16.422
2024-12-04 01:19:25,386,14.560
2024-12-04 01:19:25,387,14.832
2024-12-04 01:19:25,388,13.328
2024-12-04 01:19:25,389,13.464
2024-12-04 01:19:25,390,10.449
2024-12-04 01:19:25,391,10.881
2024-12-04 01:19:25,392,14.830
2024-12-04 01:19:25,393,12.433
2024-12-04 01:19:25,394,17.533
2024-12-04 01:19:25,395,14.561
2024-12-04 01:19:25,396,12.454
2024-12-04 01:19:25,397,12.557
2024-12-04 01:19:25,398,10.672
2024-12-04 01:19:26,399,10.625
2024-12-04 01:19:26,400,12.641
2024-12-04 01:19:26,401,13.091
2024-12-04 01:19:26,402,12.715
2024-12-04 01:19:26,403,13.985
2024-12-04 01:19:26,404,14.087
2024-12-04 01:19:26,405,13.149
2024-12-04 01:19:26,406,11.755
2024-12-04 01:19:26,407,7.202
2024-12-04 01:19:26,408,12.736
2024-12-04 01:19:26,409,14.284
2024-12-04 01:19:26,410,13.053
2024-12-04 01:19:26,411,15.338
2024-12-04 01:19:26,412,16.086
2024-12-04 01:19:26,413,16.176
2024-12-04 01:19:26,414,10.709
2024-12-04 01:19:26,415,12.381
2024-12-04 01:19:27,416,13.352
2024-12-04 01:19:27,417,17.186
2024-12-04 01:19:27,418,11.374
2024-12-04 01:19:27,419,10.554
2024-12-04 01:19:27,420,18.990
2024-12-04 01:19:27,421,17.569
2024-12-04 01:19:27,422,12.947
2024-12-04 01:19:27,423,13.012
2024-12-04 01:19:27,424,15.145
2024-12-04 01:19:27,425,14.157
2024-12-04 01:19:27,426,15.739
2024-12-04 01:19:27,427,14.494
2024-12-04 01:19:27,428,14.755
2024-12-04 01:19:27,429,15.933
2024-12-04 01:19:27,430,13.375
2024-12-04 01:19:27,431,11.983
2024-12-04 01:19:27,432,14.782
2024-12-04 01:19:28,433,9.475
2024-12-04 01:19:28,434,17.098
2024-12-04 01:19:28,435,14.994
2024-12-04 01:19:28,436,17.456
2024-12-04 01:19:28,437,15.032
2024-12-04 01:19:28,438,12.467
2024-12-04 01:19:28,439,12.741
2024-12-04 01:19:28,440,15.335
2024-12-04 01:19:28,441,9.698
2024-12-04 01:19:28,442,15.809
2024-12-04 01:19:28,443,17.646
2024-12-04 01:19:28,444,15.780
2024-12-04 01:19:28,445,16.085
2024-12-04 01:19:28,446,11.781
2024-12-04 01:19:28,447,16.126
2024-12-04 01:19:28,448,16.032
2024-12-04 01:19:29,449,15.214
2024-12-04 01:19:29,450,11.588
2024-12-04 01:19:29,451,19.630
2024-12-04 01:19:29,452,16.716
2024-12-04 01:19:29,453,15.474
2024-12-04 01:19:29,454,11.990
2024-12-04 01:19:29,455,14.610
2024-12-04 01:19:29,456,14.745
2024-12-04 01:19:29,457,17.443
2024-12-04 01:19:29,458,17.726
2024-12-04 01:19:29,459,15.563
2024-12-04 01:19:29,460,16.579
2024-12-04 01:19:29,461,14.982
2024-12-04 01:19:29,462,12.702
2024-12-04 01:19:29,463,13.643
2024-12-04 01:19:29,464,18.932
2024-12-04 01:19:29,465,14.586
2024-12-04 01:19:30,466,15.341
2024-12-04 01:19:30,467,14.428
2024-12-04 01:19:30,468,15.580
2024-12-04 01:19:30,469,16.061
2024-12-04 01:19:30,470,16.698
2024-12-04 01:19:30,471,12.727
2024-12-04 01:19:30,472,12.084
2024-12-04 01:19:30,473,15.675
2024-12-04 01:19:30,474,17.099
2024-12-04 01:19:30,475,14.937
2024-12-04 01:19:30,476,12.641
2024-12-04 01:19:30,477,18.053
2024-12-04 01:19:30,478,16.390
2024-12-04 01:19:30,479,16.865
2024-12-04 01:19:30,480,16.008
2024-12-04 01:19:30,481,17.168
2024-12-04 01:19:31,482,13.774
2024-12-04 01:19:31,483,16.186
2024-12-04 01:19:31,484,16.340
2024-12-04 01:19:31,485,16.852
2024-12-04 01:19:31,486,16.163
2024-12-04 01:19:31,487,19.545
2024-12-04 01:19:31,488,16.702
2024-12-04 01:19:31,489,14.964
2024-12-04 01:19:31,490,16.737
2024-12-04 01:19:31,491,17.826
2024-12-04 01:19:31,492,12.841
2024-12-04 01:19:31,493,15.343
2024-12-04 01:19:31,494,15.752
2024-12-04 01:19:31,495,10.132
2024-12-04 01:19:31,496,15.148
2024-12-04 01:19:31,497,16.243
2024-12-04 01:19:31,498,12.791
2024-12-04 01:19:32,499,16.033
2024-12-04 01:19:32,500,16.248
2024-12-04 01:19:32,501,17.864
2024-12-04 01:19:32,502,10.075
2024-12-04 01:19:32,503,9.076
2024-12-04 01:19:32,504,15.981
2024-12-04 01:19:32,505,11.179
2024-12-04 01:19:32,506,19.660
2024-12-04 01:19:32,507,15.201
2024-12-04 01:19:32,508,18.630
2024-12-04 01:19:32,509,16.342
2024-12-04 01:19:32,510,12.789
2024-12-04 01:19:32,511,8.744
2024-12-04 01:19:32,512,18.173
2024-12-04 01:19:32,513,18.097
2024-12-04 01:19:32,514,15.035
2024-12-04 01:19:32,515,16.190
2024-12-04 01:19:33,516,16.661
2024-12-04 01:19:33,517,17.239
2024-12-04 01:19:33,518,13.223
2024-12-04 01:19:33,519,12.725
2024-12-04 01:19:33,520,15.274
2024-12-04 01:19:33,521,12.191
2024-12-04 01:19:33,522,16.395
2024-12-04 01:19:33,523,9.965
2024-12-04 01:19:33,524,18.721
2024-12-04 01:19:33,525,15.081
2024-12-04 01:19:33,526,12.485
2024-12-04 01:19:33,527,13.341
2024-12-04 01:19:33,528,16.225
2024-12-04 01:19:33,529,17.033
2024-12-04 01:19:33,530,17.288
2024-12-04 01:19:33,531,17.742
2024-12-04 01:19:34,532,16.113
2024-12-04 01:19:34,533,16.345
2024-12-04 01:19:34,534,13.130
2024-12-04 01:19:34,535,15.959
2024-12-04 01:19:34,536,16.738
2024-12-04 01:19:34,537,12.437
2024-12-04 01:19:34,538,18.797
2024-12-04 01:19:34,539,16.023
2024-12-04 01:19:34,540,17.438
2024-12-04 01:19:34,541,13.212
2024-12-04 01:19:34,542,16.331
2024-12-04 01:19:34,543,13.076
2024-12-04 01:19:34,544,15.146
2024-12-04 01:19:34,545,17.482
2024-12-04 01:19:34,546,15.724
2024-12-04 01:19:34,547,15.449
2024-12-04 01:19:34,548,17.272
2024-12-04 01:19:35,549,16.871
2024-12-04 01:19:35,550,13.600
2024-12-04 01:19:35,551,16.394
2024-12-04 01:19:35,552,13.184
2024-12-04 01:19:35,553,13.191
2024-12-04 01:19:35,554,15.709
2024-12-04 01:19:35,555,17.391
2024-12-04 01:19:35,556,14.289
2024-12-04 01:19:35,557,15.213
2024-12-04 01:19:35,558,17.062
2024-12-04 01:19:35,559,18.571
2024-12-04 01:19:35,560,15.526
2024-12-04 01:19:35,561,13.532
2024-12-04 01:19:35,562,16.408
2024-12-04 01:19:35,563,12.403
2024-12-04 01:19:35,564,18.109
2024-12-04 01:19:35,565,18.193
2024-12-04 01:19:36,566,17.064
2024-12-04 01:19:36,567,15.148
2024-12-04 01:19:36,568,14.205
2024-12-04 01:19:36,569,16.353
2024-12-04 01:19:36,570,16.557
2024-12-04 01:19:36,571,16.922
2024-12-04 01:19:36,572,16.453
2024-12-04 01:19:36,573,16.915
2024-12-04 01:19:36,574,17.568
2024-12-04 01:19:36,575,16.416
2024-12-04 01:19:36,576,15.988
2024-12-04 01:19:36,577,14.098
2024-12-04 01:19:36,578,10.865
2024-12-04 01:19:36,579,18.173
2024-12-04 01:19:36,580,15.702
2024-12-04 01:19:36,581,16.597
2024-12-04 01:19:37,582,15.756
2024-12-04 01:19:37,583,17.561
2024-12-04 01:19:37,584,15.449
2024-12-04 01:19:37,585,11.692
2024-12-04 01:19:37,586,18.095
2024-12-04 01:19:37,587,17.830
2024-12-04 01:19:37,588,16.222
2024-12-04 01:19:37,589,13.779
2024-12-04 01:19:37,590,13.934
2024-12-04 01:19:37,591,19.544
2024-12-04 01:19:37,592,13.510
2024-12-04 01:19:37,593,14.545
2024-12-04 01:19:37,594,16.615
2024-12-04 01:19:37,595,14.745
2024-12-04 01:19:37,596,16.995
2024-12-04 01:19:37,597,15.540
2024-12-04 01:19:37,598,15.552
2024-12-04 01:19:38,599,13.135
2024-12-04 01:19:38,600,18.953
2024-12-04 01:19:38,601,15.733
2024-12-04 01:19:38,602,14.220
2024-12-04 01:19:38,603,9.806
2024-12-04 01:19:38,604,19.077
2024-12-04 01:19:38,605,16.553
2024-12-04 01:19:38,606,17.769
2024-12-04 01:19:38,607,16.868
2024-12-04 01:19:38,608,16.260
2024-12-04 01:19:38,609,12.025
2024-12-04 01:19:38,610,18.207
2024-12-04 01:19:38,611,16.599
2024-12-04 01:19:38,612,16.973
2024-12-04 01:19:38,613,16.563
2024-12-04 01:19:38,614,10.542
2024-12-04 01:19:38,615,18.066
2024-12-04 01:19:39,616,18.128
2024-12-04 01:19:39,617,16.715
2024-12-04 01:19:39,618,16.389
2024-12-04 01:19:39,619,16.678
2024-12-04 01:19:39,620,13.606
2024-12-04 01:19:39,621,17.241
2024-12-04 01:19:39,622,14.478
2024-12-04 01:19:39,623,15.376
2024-12-04 01:19:39,624,18.499
2024-12-04 01:19:39,625,18.801
2024-12-04 01:19:39,626,17.936
2024-12-04 01:19:39,627,17.151
2024-12-04 01:19:39,628,16.645
2024-12-04 01:19:39,629,13.179
2024-12-04 01:19:39,630,19.538
2024-12-04 01:19:39,631,11.229
2024-12-04 01:19:40,632,10.409
2024-12-04 01:19:40,633,22.928
2024-12-04 01:19:40,634,16.193
2024-12-04 01:19:40,635,14.747
2024-12-04 01:19:40,636,14.476
2024-12-04 01:19:40,637,18.804
2024-12-04 01:19:40,638,17.515
2024-12-04 01:19:40,639,16.823
2024-12-04 01:19:40,640,14.515
2024-12-04 01:19:40,641,14.230
2024-12-04 01:19:40,642,18.677
2024-12-04 01:19:40,643,16.530
2024-12-04 01:19:40,644,16.695
2024-12-04 01:19:40,645,14.010
2024-12-04 01:19:40,646,18.276
2024-12-04 01:19:40,647,18.196
2024-12-04 01:19:40,648,18.304
2024-12-04 01:19:41,649,13.468
2024-12-04 01:19:41,650,17.321
2024-12-04 01:19:41,651,21.202
2024-12-04 01:19:41,652,19.646
2024-12-04 01:19:41,653,14.970
2024-12-04 01:19:41,654,11.560
2024-12-04 01:19:41,655,18.716
2024-12-04 01:19:41,656,18.221
2024-12-04 01:19:41,657,18.893
2024-12-04 01:19:41,658,14.222
2024-12-04 01:19:41,659,17.538
2024-12-04 01:19:41,660,18.021
2024-12-04 01:19:41,661,17.908
2024-12-04 01:19:41,662,17.540
2024-12-04 01:19:41,663,11.854
2024-12-04 01:19:41,664,20.975
2024-12-04 01:19:42,665,23.394
2024-12-04 01:19:42,666,18.494
2024-12-04 01:19:42,667,15.420
2024-12-04 01:19:42,668,16.250
2024-12-04 01:19:42,669,16.415
2024-12-04 01:19:42,670,14.523
2024-12-04 01:19:42,671,18.371
2024-12-04 01:19:42,672,22.773
2024-12-04 01:19:42,673,17.185
2024-12-04 01:19:42,674,11.031
2024-12-04 01:19:42,675,17.801
2024-12-04 01:19:42,676,19.181
2024-12-04 01:19:42,677,20.491
2024-12-04 01:19:42,678,12.180
2024-12-04 01:19:42,679,22.243
2024-12-04 01:19:42,680,19.467
2024-12-04 01:19:42,681,16.430
2024-12-04 01:19:43,682,16.156
2024-12-04 01:19:43,683,11.622
2024-12-04 01:19:43,684,18.629
2024-12-04 01:19:43,685,14.961
2024-12-04 01:19:43,686,16.664
2024-12-04 01:19:43,687,18.531
2024-12-04 01:19:43,688,12.213
2024-12-04 01:19:43,689,19.457
2024-12-04 01:19:43,690,14.705
2024-12-04 01:19:43,691,21.465
2024-12-04 01:19:43,692,21.583
2024-12-04 01:19:43,693,19.780
2024-12-04 01:19:43,694,11.295
2024-12-04 01:19:43,695,11.452
2024-12-04 01:19:43,696,20.295
2024-12-04 01:19:43,697,19.040
2024-12-04 01:19:43,698,18.110
2024-12-04 01:19:44,699,16.926
2024-12-04 01:19:44,700,15.233
2024-12-04 01:19:44,701,11.421
2024-12-04 01:19:44,702,19.152
2024-12-04 01:19:44,703,18.796
2024-12-04 01:19:44,704,19.249
2024-12-04 01:19:44,705,17.529
2024-12-04 01:19:44,706,16.375
2024-12-04 01:19:44,707,19.517
2024-12-04 01:19:44,708,17.573
2024-12-04 01:19:44,709,17.413
2024-12-04 01:19:44,710,18.113
2024-12-04 01:19:44,711,17.002
2024-12-04 01:19:44,712,16.302
2024-12-04 01:19:44,713,17.275
2024-12-04 01:19:44,714,16.800
2024-12-04 01:19:45,715,22.056
2024-12-04 01:19:45,716,17.149
2024-12-04 01:19:45,717,18.084
2024-12-04 01:19:45,718,13.761
2024-12-04 01:19:45,719,18.308
2024-12-04 01:19:45,720,18.403
2024-12-04 01:19:45,721,16.544
2024-12-04 01:19:45,722,16.407
2024-12-04 01:19:45,723,16.994
2024-12-04 01:19:45,724,17.514
2024-12-04 01:19:45,725,19.866
2024-12-04 01:19:45,726,12.468
2024-12-04 01:19:45,727,20.440
2024-12-04 01:19:45,728,19.209
2024-12-04 01:19:45,729,15.561
2024-12-04 01:19:45,730,18.930
2024-12-04 01:19:45,731,18.813
2024-12-04 01:19:46,732,18.618
2024-12-04 01:19:46,733,19.328
2024-12-04 01:19:46,734,12.125
